,location,total_sqft,bath,price,bhk
7389,Tumkur Road,1354.0,3.0,85.86,3
7390,Ulsoor,2135.0,3.0,215.0,3
7391,Ulsoor,2300.0,8.0,210.0,9
7392,Ulsoor,1275.0,2.0,120.0,2
7393,Ulsoor,1020.0,3.0,110.0,3
7394,Ulsoor,1180.0,2.0,100.0,2
7395,Ulsoor,1340.0,3.0,90.0,3
7396,Ulsoor,1500.0,2.0,125.0,3
7397,Ulsoor,2000.0,3.0,185.0,3
7398,Ulsoor,1255.0,2.0,120.0,2
7399,Ulsoor,1200.0,4.0,150.0,5
7400,Ulsoor,1685.0,4.0,185.0,3
7402,Ulsoor,2135.0,3.0,170.0,3
7403,Ulsoor,1160.0,2.0,130.0,2
7404,Uttarahalli,1440.0,2.0,62.0,3
7405,Uttarahalli,1143.0,2.0,45.0,2
7406,Uttarahalli,1020.0,2.0,45.0,2
7407,Uttarahalli,1286.0,2.0,63.0,2
7408,Uttarahalli,1101.0,2.0,45.0,2
7409,Uttarahalli,1345.0,2.0,67.0,2
7413,Uttarahalli,1175.0,2.0,47.0,2
7414,Uttarahalli,1390.0,2.0,62.55,3
7415,Uttarahalli,1330.0,2.0,56.0,3
7416,Uttarahalli,1008.0,2.0,45.0,2
7417,Uttarahalli,1390.0,2.0,60.47,3
7419,Uttarahalli,1150.0,2.0,49.0,2
7420,Uttarahalli,1330.0,2.0,56.0,3
7421,Uttarahalli,1200.0,2.0,44.0,2
7424,Uttarahalli,882.0,2.0,30.0,2
7425,Uttarahalli,993.0,2.0,39.71,2
7426,Uttarahalli,1045.0,2.0,45.0,2
7427,Uttarahalli,850.0,2.0,37.93,2
7429,Uttarahalli,3600.0,6.0,120.0,6
7430,Uttarahalli,1788.0,3.0,98.34,3
7431,Uttarahalli,1345.0,2.0,57.0,3
7432,Uttarahalli,1089.0,2.0,43.55,2
7434,Uttarahalli,1279.0,2.0,48.0,2
7436,Uttarahalli,1425.0,2.0,64.0,3
7437,Uttarahalli,1155.0,2.0,40.42,2
7438,Uttarahalli,1050.0,2.0,42.0,2
7439,Uttarahalli,1300.0,2.0,55.0,3
7440,Uttarahalli,1250.0,2.0,55.0,3
7441,Uttarahalli,1700.0,3.0,88.0,3
7443,Uttarahalli,1085.0,2.0,43.0,2
7445,Uttarahalli,1175.0,2.0,47.0,2
7446,Uttarahalli,1689.28,3.0,91.2,3
7447,Uttarahalli,1310.0,2.0,85.0,3
7448,Uttarahalli,1175.0,2.0,47.0,2
7449,Uttarahalli,1137.0,2.0,63.0,2
7450,Uttarahalli,1315.0,2.0,74.0,3
7451,Uttarahalli,1215.0,2.0,52.85,3
7453,Uttarahalli,1325.0,2.0,53.0,2
7454,Uttarahalli,1300.0,2.0,60.0,3
7455,Uttarahalli,850.0,2.0,35.0,2
7456,Uttarahalli,1627.86,3.0,88.0,3
7458,Uttarahalli,1360.0,2.0,61.2,3
7459,Uttarahalli,1280.0,2.0,75.0,2
7460,Uttarahalli,661.0,1.0,36.0,1
7461,Uttarahalli,1134.0,2.0,45.36,2
7463,Uttarahalli,1320.0,2.0,55.44,3
7464,Uttarahalli,1390.0,2.0,61.16,3
7465,Uttarahalli,1090.0,2.0,45.0,2
7466,Uttarahalli,1050.0,2.0,42.0,2
7467,Uttarahalli,1235.0,2.0,90.0,2
7468,Uttarahalli,1123.0,2.0,48.0,2
7469,Uttarahalli,1329.0,2.0,56.0,3
7470,Uttarahalli,938.0,2.0,35.0,2
7473,Uttarahalli,1100.0,1.0,45.0,2
7474,Uttarahalli,1125.0,2.0,47.0,2
7476,Uttarahalli,1685.0,3.0,85.0,3
7477,Uttarahalli,1390.0,2.0,62.55,3
7479,Uttarahalli,1180.0,2.0,41.3,2
7480,Uttarahalli,1380.0,2.0,42.0,2
7481,Uttarahalli,1737.0,2.0,95.0,3
7483,Uttarahalli,3600.0,6.0,303.0,6
7484,Uttarahalli,1160.0,2.0,45.0,2
7485,Uttarahalli,1280.0,2.0,60.0,3
7487,Uttarahalli,1190.0,2.0,53.55,2
7488,Uttarahalli,1330.0,2.0,57.0,3
7489,Uttarahalli,1680.0,6.0,125.0,6
7490,Uttarahalli,1560.0,3.0,74.0,3
7492,Uttarahalli,1125.0,2.0,48.0,2
7493,Uttarahalli,1320.0,2.0,55.44,3
7495,Uttarahalli,1160.0,2.0,40.6,2
7497,Uttarahalli,1163.0,2.0,68.0,2
7499,Uttarahalli,1065.0,2.0,42.59,2
7500,Uttarahalli,1075.0,2.0,46.76,2
7501,Uttarahalli,1155.0,2.0,40.6,2
7502,Uttarahalli,1150.0,2.0,70.0,2
7505,Uttarahalli,1099.0,2.0,65.0,2
7506,Uttarahalli,1215.0,2.0,52.85,3
7508,Uttarahalli,1180.0,2.0,41.3,2
7511,Uttarahalli,1002.0,2.0,40.08,2
7512,Uttarahalli,1002.0,2.0,40.08,2
7513,Uttarahalli,1075.0,2.0,40.0,2
7515,Uttarahalli,1155.0,2.0,40.43,2
7517,Uttarahalli,1025.0,2.0,35.88,2
7518,Uttarahalli,1125.0,2.0,47.65,2
7519,Uttarahalli,1300.0,2.0,55.0,2
7520,Uttarahalli,1025.0,2.0,35.88,2
7521,Uttarahalli,980.0,2.0,45.0,2
7522,Uttarahalli,1125.0,2.0,47.0,2
7527,Uttarahalli,1175.0,2.0,47.0,2
7531,Uttarahalli,1265.0,2.0,65.0,3
7534,Uttarahalli,1213.0,2.0,48.0,2
7536,Uttarahalli,900.0,2.0,35.0,2
7537,Uttarahalli,1065.0,2.0,42.6,2
7540,Uttarahalli,1125.0,2.0,47.0,2
7541,Uttarahalli,1270.0,2.0,55.25,3
7542,Uttarahalli,1270.0,2.0,55.25,3
7543,Uttarahalli,1107.0,2.0,45.0,2
7544,Uttarahalli,1200.0,2.0,55.0,2
7546,Uttarahalli,1460.0,3.0,76.0,3
7547,Uttarahalli,1500.0,3.0,68.0,3
7548,Uttarahalli,1120.0,2.0,50.0,2
7549,Uttarahalli,1150.0,2.0,46.0,2
7550,Uttarahalli,1330.0,2.0,58.0,3
7552,Uttarahalli,1050.0,2.0,42.0,2
7553,Uttarahalli,1125.0,2.0,48.0,2
7555,Uttarahalli,1345.0,2.0,57.0,3
7556,Uttarahalli,1345.0,2.0,57.0,3
7558,Uttarahalli,1000.0,2.0,52.0,2
7559,Uttarahalli,1037.0,2.0,36.0,2
7561,Uttarahalli,1000.0,2.0,39.5,2
7562,Uttarahalli,1125.0,1.0,45.0,2
7564,Uttarahalli,1160.0,2.0,40.58,2
7565,Uttarahalli,1123.0,2.0,60.0,2
7567,Uttarahalli,1000.0,2.0,35.0,2
7568,Uttarahalli,1330.0,2.0,57.0,3
7569,Uttarahalli,1125.0,2.0,47.0,2
7570,Uttarahalli,1165.0,1.0,42.09,2
7571,Uttarahalli,1260.0,2.0,55.0,2
7572,Uttarahalli,1284.0,2.0,53.36,2
7573,Uttarahalli,1150.0,2.0,45.99,2
7575,Uttarahalli,1290.0,2.0,56.12,3
7576,Uttarahalli,1328.0,2.0,56.0,3
7577,Uttarahalli,1040.0,2.0,36.4,2
7578,Uttarahalli,1650.0,2.0,130.0,3
7579,Uttarahalli,1290.0,2.0,56.12,3
7581,Uttarahalli,1075.0,2.0,46.76,2
7582,Uttarahalli,1345.0,2.0,57.0,3
7583,Varthur,1160.0,2.0,44.0,2
7584,Varthur,1091.0,2.0,34.9,2
7585,Varthur,1385.0,2.0,80.0,2
7587,Varthur,1024.0,2.0,42.0,2
7588,Varthur,1125.0,2.0,40.0,2
7589,Varthur,1012.0,2.0,66.5,2
7590,Varthur,1112.0,2.0,40.0,2
7591,Varthur,1055.0,2.0,45.35,2
7592,Varthur,1280.0,2.0,65.0,2
7593,Varthur,977.0,2.0,36.0,2
7594,Varthur,1250.0,3.0,71.0,3
7595,Varthur,1200.0,3.0,67.75,3
7597,Varthur,1111.0,2.0,41.88,2
7598,Varthur,4500.0,5.0,300.0,4
7599,Varthur,1140.0,2.0,55.5,2
7600,Varthur,1012.0,2.0,59.0,2
7601,Varthur,1140.0,2.0,39.9,2
7602,Varthur,1090.0,2.0,48.0,2
7603,Varthur,1450.0,3.0,71.0,3
7604,Varthur,1210.0,2.0,60.0,2
7605,Varthur,1070.0,2.0,46.0,2
7606,Varthur,1360.0,2.0,85.0,3
7607,Varthur,965.0,2.0,34.0,2
7608,Varthur,1120.0,2.0,44.24,2
7609,Varthur,1395.0,2.0,79.0,3
7610,Varthur,1085.0,2.0,45.0,2
7611,Varthur,1250.0,2.0,47.0,2
7612,Varthur,1200.0,3.0,68.38,3
7614,Varthur,1155.0,2.0,60.0,2
7615,Varthur,1035.0,2.0,60.0,2
7616,Varthur,1100.0,2.0,72.0,2
7617,Varthur,1155.0,2.0,39.0,2
7618,Varthur,1180.0,2.0,55.0,2
7620,Varthur,1000.0,4.0,65.0,5
7621,Varthur,1738.0,2.0,57.35,2
7622,Varthur,1045.0,2.0,40.65,2
7623,Varthur,1155.0,2.0,39.0,2
7625,Varthur,1210.0,2.0,64.15,2
7627,Varthur,1402.0,2.0,95.0,2
7628,Varthur,1105.0,2.0,38.0,2
7629,Varthur,1560.0,3.0,90.0,3
7630,Varthur,1760.0,2.0,85.0,2
7631,Varthur,1210.0,2.0,54.0,2
7632,Varthur,1112.0,2.0,40.0,2
7633,Varthur,986.0,2.0,31.0,2
7635,Varthur,1000.0,1.0,65.0,2
7637,Varthur Road,900.0,2.0,27.0,2
7638,Varthur Road,1277.0,2.0,59.0,2
7639,Varthur Road,1247.0,2.0,58.0,3
7640,Varthur Road,1050.0,2.0,42.7,2
7641,Varthur Road,1255.0,2.0,52.76,2
7643,Varthur Road,1033.0,2.0,32.0,2
7644,Varthur Road,1140.0,2.0,49.11,2
7645,Varthur Road,850.0,2.0,25.4,2
7646,Vasanthapura,1400.0,3.0,60.0,3
7647,Vasanthapura,1022.0,2.0,40.0,2
7648,Vasanthapura,1135.0,2.0,39.73,2
7649,Vasanthapura,995.0,2.0,34.82,2
7650,Vasanthapura,995.0,2.0,34.82,2
7651,Vasanthapura,1050.0,2.0,47.0,2
7652,Vasanthapura,940.0,2.0,40.0,2
7653,Vasanthapura,1500.0,2.0,65.0,2
7654,Vasanthapura,1037.0,2.0,36.28,2
7655,Vasanthapura,978.0,2.0,34.22,2
7656,Vasanthapura,1037.0,2.0,36.28,2
7657,Vidyaranyapura,1440.0,2.0,95.0,2
7658,Vidyaranyapura,1200.0,2.0,55.0,2
7659,Vidyaranyapura,1200.0,4.0,90.0,4
7661,Vidyaranyapura,1060.0,2.0,55.0,2
7662,Vidyaranyapura,1200.0,9.0,100.0,9
7663,Vidyaranyapura,1060.0,6.0,110.0,6
7664,Vidyaranyapura,1200.0,7.0,130.0,8
7665,Vidyaranyapura,1100.0,2.0,54.0,2
7666,Vidyaranyapura,462.0,3.0,38.0,3
7668,Vidyaranyapura,1100.0,2.0,54.0,2
7670,Vidyaranyapura,1120.0,2.0,70.0,2
7671,Vidyaranyapura,945.0,2.0,40.0,2
7672,Vidyaranyapura,1100.0,2.0,54.0,2
7673,Vidyaranyapura,1200.0,2.0,65.0,3
7674,Vidyaranyapura,1200.0,2.0,52.0,2
7675,Vidyaranyapura,2640.0,6.0,225.0,5
7676,Vidyaranyapura,1050.0,2.0,50.0,2
7677,Vidyaranyapura,1188.0,2.0,50.0,2
7678,Vidyaranyapura,1100.0,2.0,75.0,3
7679,Vidyaranyapura,1100.0,2.0,72.0,3
7681,Vidyaranyapura,1100.0,2.0,41.0,2
7682,Vidyaranyapura,1200.0,2.0,60.5,2
7683,Vidyaranyapura,770.0,3.0,65.25,4
7684,Vidyaranyapura,774.0,5.0,70.0,5
7685,Vijayanagar,1704.0,3.0,110.0,3
7686,Vijayanagar,1933.0,3.0,129.0,3
7688,Vijayanagar,1450.0,3.0,100.0,3
7689,Vijayanagar,1580.0,2.0,134.0,3
7690,Vijayanagar,1826.0,3.0,121.0,3
7691,Vijayanagar,600.0,4.0,72.0,8
7692,Vijayanagar,1739.0,3.0,116.0,3
7693,Vijayanagar,1490.0,3.0,100.0,3
7694,Vijayanagar,1180.0,2.0,65.0,2
7695,Vijayanagar,606.0,1.0,34.78,1
7696,Vijayanagar,1352.0,2.0,68.0,2
7697,Vijayanagar,1527.0,3.0,115.0,3
7698,Vijayanagar,989.0,2.0,60.0,2
7699,Vijayanagar,1520.0,2.0,103.0,3
7700,Vijayanagar,1749.0,3.0,117.0,3
7701,Vijayanagar,1046.0,2.0,75.0,2
7702,Vijayanagar,606.0,1.0,40.0,1
7703,Vijayanagar,1200.0,2.0,62.0,2
7706,Vijayanagar,1760.0,3.0,140.0,3
7707,Vijayanagar,2047.0,3.0,136.0,3
7708,Vijayanagar,1200.0,2.0,75.0,3
7709,Vijayanagar,1178.0,2.0,82.0,2
7710,Vijayanagar,864.0,2.0,45.0,2
7711,Vijayanagar,2100.0,6.0,252.0,4
7712,Vijayanagar,920.0,2.0,60.0,2
7713,Vijayanagar,1019.0,2.0,58.0,2
7714,Vijayanagar,2400.0,6.0,125.0,5
7715,Vijayanagar,1180.0,2.0,86.0,2
7716,Vijayanagar,1046.0,2.0,49.06,2
7717,Vijayanagar,750.0,4.0,95.0,5
7718,Vijayanagar,2400.0,2.0,230.0,1
7719,Vijayanagar,492.0,1.0,40.0,1
7721,Vishveshwarya Layout,4000.0,7.0,225.0,7
7722,Vishveshwarya Layout,750.0,1.0,30.0,1
7723,Vishveshwarya Layout,2100.0,6.0,92.0,6
7724,Vishveshwarya Layout,600.0,4.0,85.0,4
7725,Vishveshwarya Layout,1400.0,6.0,160.0,6
7726,Vishveshwarya Layout,2000.0,3.0,90.0,4
7727,Vishveshwarya Layout,4000.0,6.0,230.0,6
7728,Vishwapriya Layout,820.0,2.0,30.0,2
7729,Vishwapriya Layout,1235.0,2.0,60.0,2
7730,Vishwapriya Layout,770.0,2.0,30.0,2
7731,Vishwapriya Layout,2800.0,5.0,130.0,5
7732,Vishwapriya Layout,910.0,2.0,36.0,2
7733,Vishwapriya Layout,890.0,2.0,37.0,2
7734,Vittasandra,1404.0,2.0,71.0,2
7735,Vittasandra,1246.0,2.0,67.0,2
7736,Vittasandra,1404.0,2.0,69.3,2
7737,Vittasandra,1246.0,2.0,67.3,2
7738,Vittasandra,1246.0,2.0,64.5,2
7739,Vittasandra,1246.0,2.0,64.5,2
7740,Vittasandra,1246.0,2.0,68.0,2
7742,Vittasandra,1238.0,2.0,67.0,2
7743,Vittasandra,1404.0,2.0,75.0,2
7744,Vittasandra,1246.0,2.0,65.0,2
7745,Vittasandra,1238.0,2.0,67.0,2
7746,Vittasandra,1246.0,2.0,67.4,2
7747,Vittasandra,1259.0,2.0,67.4,2
7748,Vittasandra,1934.0,2.0,90.0,2
7749,Vittasandra,1404.0,2.0,68.8,2
7750,Vittasandra,1246.0,2.0,62.3,2
7751,Vittasandra,1246.0,2.0,63.0,2
7752,Vittasandra,1246.0,2.0,67.4,2
7753,Vittasandra,1246.0,2.0,65.4,2
7755,Vittasandra,1238.0,2.0,67.32,2
7756,Vittasandra,1246.0,2.0,67.4,2
7758,Vittasandra,1246.0,2.0,67.3,2
7759,Vittasandra,1404.0,2.0,70.0,2
7760,Vittasandra,1259.0,2.0,67.48,2
7761,Vittasandra,1404.0,2.0,75.0,2
7763,Vittasandra,1246.0,2.0,69.0,2
7764,Vittasandra,1246.0,2.0,67.0,2
7767,Vittasandra,1404.0,2.0,72.0,2
7768,Vittasandra,1246.0,2.0,67.5,2
7769,Vittasandra,1246.0,2.0,67.5,2
7770,Vittasandra,1404.0,2.0,70.0,2
7771,Vittasandra,1404.0,2.0,67.5,2
7772,Vittasandra,1246.0,2.0,65.0,2
7773,Vittasandra,1246.0,2.0,67.4,2
7777,Whitefield,2785.0,5.0,295.0,4
7778,Whitefield,1610.0,3.0,81.0,3
7779,Whitefield,1459.0,2.0,94.82,2
7781,Whitefield,5700.0,5.0,650.0,4
7783,Whitefield,4200.0,4.0,420.0,4
7786,Whitefield,1280.0,2.0,75.0,2
7788,Whitefield,1910.0,3.0,161.0,3
7789,Whitefield,3252.0,4.0,230.0,4
7790,Whitefield,11890.0,4.0,700.0,4
7793,Whitefield,1150.0,2.0,70.0,2
7794,Whitefield,1768.0,3.0,101.0,3
7796,Whitefield,4144.0,4.0,315.0,4
7797,Whitefield,2500.0,3.0,313.0,3
7798,Whitefield,4104.0,4.0,360.0,4
7799,Whitefield,1790.0,3.0,100.0,3
7800,Whitefield,1720.0,3.0,100.0,3
7802,Whitefield,1640.0,4.0,91.0,3
7805,Whitefield,2280.0,4.0,126.0,3
7807,Whitefield,1447.0,2.0,83.0,2
7809,Whitefield,1897.0,3.0,130.0,3
7810,Whitefield,2225.0,2.0,125.0,3
7811,Whitefield,4348.5,2.0,304.0,4
7814,Whitefield,2268.0,3.0,163.0,4
7817,Whitefield,2400.0,4.0,200.0,4
7819,Whitefield,1360.0,2.0,95.0,2
7821,Whitefield,1697.0,3.0,94.79,3
7822,Whitefield,5000.0,4.0,400.0,4
7823,Whitefield,4800.0,4.0,525.0,4
7824,Whitefield,3000.0,5.0,250.0,4
7825,Whitefield,1700.0,3.0,115.0,3
7828,Whitefield,2842.0,3.0,162.0,3
7830,Whitefield,3100.0,4.0,465.0,4
7833,Whitefield,1500.0,3.0,130.0,3
7834,Whitefield,1280.0,2.0,75.0,2
7836,Whitefield,1405.0,2.0,78.0,3
7837,Whitefield,2225.0,3.0,115.0,3
7838,Whitefield,1272.0,2.0,95.05,2
7841,Whitefield,1192.0,2.0,71.0,2
7845,Whitefield,1626.0,3.0,89.0,3
7846,Whitefield,1585.0,3.0,88.0,3
7847,Whitefield,665.0,2.0,28.585,1
7849,Whitefield,1280.0,2.0,85.0,2
7850,Whitefield,1200.0,3.0,68.5,3
7851,Whitefield,4000.0,4.0,330.0,4
7852,Whitefield,1420.0,2.0,136.0,2
7853,Whitefield,1697.0,3.0,108.0,3
7855,Whitefield,3606.0,4.0,312.0,4
7856,Whitefield,1204.0,4.0,125.0,4
7857,Whitefield,1485.0,2.0,90.0,2
7858,Whitefield,950.0,1.0,50.0,1
7860,Whitefield,2400.0,5.0,329.0,4
7861,Whitefield,825.0,1.0,45.0,1
7864,Whitefield,1635.0,2.0,85.0,3
7865,Whitefield,1216.0,2.0,79.0,2
7871,Whitefield,920.0,2.0,63.0,2
7873,Whitefield,1170.0,2.0,71.0,2
7874,Whitefield,1118.0,2.0,75.0,2
7875,Whitefield,1800.0,3.0,110.0,3
7876,Whitefield,1562.0,3.0,103.0,3
7879,Whitefield,2321.0,4.0,128.0,3
7880,Whitefield,1320.0,2.0,95.0,2
7883,Whitefield,3010.0,3.0,200.0,3
7884,Whitefield,1346.0,2.0,96.17,2
7885,Whitefield,3850.0,5.0,316.0,3
7889,Whitefield,2500.0,4.0,155.0,4
7890,Whitefield,905.0,1.0,55.0,1
7892,Whitefield,2268.0,3.0,146.0,4
7895,Whitefield,630.5,1.0,32.79,1
7896,Whitefield,3537.0,5.0,210.0,4
7898,Whitefield,1697.0,3.0,115.0,3
7901,Whitefield,1520.0,2.0,150.0,3
7907,Whitefield,1269.0,2.0,75.0,2
7909,Whitefield,1545.0,3.0,79.0,3
7912,Whitefield,3262.0,4.0,260.0,4
7914,Whitefield,1132.0,2.0,79.28,2
7916,Whitefield,3000.0,4.0,330.0,4
7920,Whitefield,1195.0,2.0,70.0,2
7921,Whitefield,3480.0,4.0,284.0,3
7923,Whitefield,1500.0,4.0,200.0,4
7924,Whitefield,3004.0,4.0,285.0,4
7925,Whitefield,1250.0,2.0,72.0,2
7926,Whitefield,709.0,1.0,34.385,1
7927,Whitefield,1340.0,2.0,77.0,2
7928,Whitefield,1320.0,2.0,79.5,2
7929,Whitefield,750.0,2.0,52.7,2
7930,Whitefield,1200.0,3.0,61.96,3
7932,Whitefield,3000.0,4.0,306.0,4
7936,Whitefield,2094.0,2.0,113.19,3
7938,Whitefield,3445.0,5.0,270.0,4
7939,Whitefield,1700.0,3.0,140.0,3
7940,Whitefield,4827.0,4.0,400.0,4
7941,Whitefield,1405.0,2.0,84.5,2
7943,Whitefield,3252.0,4.0,280.0,4
7945,Whitefield,1150.0,2.0,90.0,2
7946,Whitefield,2400.0,4.0,147.0,4
7948,Whitefield,624.0,1.0,35.0,1
7951,Whitefield,4356.0,5.0,850.0,4
7952,Whitefield,1700.0,3.0,95.0,3
7953,Whitefield,4960.0,4.0,400.0,4
7954,Whitefield,2928.0,4.0,198.0,4
7956,Whitefield,2700.0,5.0,175.0,3
7957,Whitefield,1216.0,2.0,84.0,2
7958,Whitefield,2882.0,5.0,204.0,4
7959,Whitefield,1840.0,3.0,140.0,3
7960,Whitefield,1778.0,3.0,122.0,3
7961,Whitefield,1400.0,2.0,80.0,2
7962,Whitefield,3100.0,4.0,350.0,4
7963,Whitefield,650.0,1.0,25.0,1
7964,Whitefield,2155.0,3.0,125.0,4
7965,Whitefield,905.0,1.0,52.0,1
7969,Whitefield,810.0,1.0,21.0,1
7970,Whitefield,1216.0,2.0,69.06,2
7971,Whitefield,1216.0,2.0,75.0,2
7972,Whitefield,1355.0,2.0,78.0,2
7973,Whitefield,1255.0,2.0,77.0,2
7974,Whitefield,1216.0,2.0,73.0,2
7975,Whitefield,709.0,1.0,34.735,1
7979,Whitefield,1745.0,3.0,100.0,3
7980,Whitefield,3200.0,4.0,224.0,4
7982,Whitefield,825.0,1.0,44.9,1
7986,Whitefield,1870.0,3.0,138.0,3
7988,Whitefield,4400.0,5.0,525.0,4
7990,Whitefield,1862.0,3.0,125.0,3
7991,Whitefield,2403.0,5.0,360.0,4
7992,Whitefield,1655.0,3.0,113.0,3
7993,Whitefield,530.0,1.0,29.44,1
7995,Whitefield,905.0,1.0,50.0,1
7996,Whitefield,1600.0,3.0,82.0,3
7997,Whitefield,1230.0,4.0,80.0,4
7999,Whitefield,630.5,1.0,32.15,1
8000,Whitefield,905.0,1.0,52.0,1
8004,Whitefield,1216.0,2.0,83.0,2
8006,Whitefield,2500.0,3.0,280.0,3
8011,Whitefield,1216.0,2.0,75.0,2
8012,Whitefield,4000.0,4.0,380.0,4
8023,Whitefield,750.0,1.0,51.0,1
8027,Whitefield,1173.0,2.0,77.0,2
8028,Whitefield,1200.0,3.0,68.4,3
8031,Whitefield,1216.0,2.0,69.0,2
8032,Whitefield,3425.0,5.0,250.0,4
8033,Whitefield,3000.0,3.0,400.0,3
8034,Whitefield,4003.0,6.0,525.0,4
8039,Whitefield,4100.0,4.0,550.0,4
8040,Whitefield,2173.0,3.0,128.0,3
8042,Whitefield,905.0,1.0,62.0,1
8043,Whitefield,1870.0,3.0,138.0,3
8044,Whitefield,1320.0,2.0,99.26,2
8045,Whitefield,2901.0,4.0,190.0,3
8046,Whitefield,2403.0,4.0,270.0,4
8047,Whitefield,1485.0,2.0,96.51,2
8048,Whitefield,1755.0,3.0,101.0,3
8049,Whitefield,4800.0,5.0,550.0,4
8051,Whitefield,2225.0,3.0,149.0,3
8052,Whitefield,1250.0,2.0,82.0,2
8054,Whitefield,1800.0,4.0,178.0,4
8055,Whitefield,605.0,1.0,40.0,1
8058,Whitefield,2210.0,3.0,156.0,3
8059,Whitefield,1173.0,2.0,78.2,2
8060,Whitefield,1740.0,4.0,130.0,3
8061,Whitefield,5924.0,4.0,625.0,4
8062,Whitefield,1216.0,2.0,75.0,2
8064,Whitefield,1655.0,3.0,120.0,3
8065,Whitefield,4003.0,6.0,300.0,4
8067,Whitefield,4400.0,5.0,500.0,4
8068,Whitefield,1180.0,2.0,70.0,2
8070,Whitefield,2023.0,4.0,130.0,3
8071,Whitefield,3589.0,5.0,400.0,4
8072,Whitefield,2134.0,4.0,118.0,3
8075,Whitefield,905.0,1.0,60.0,1
8081,Whitefield,1452.0,3.0,90.0,3
8082,Whitefield,2850.0,5.0,240.0,4
8085,Whitefield,2830.0,5.0,190.0,4
8086,Whitefield,1295.0,2.0,78.5,2
8087,Whitefield,840.0,1.0,57.6,1
8088,Whitefield,640.0,1.0,19.83,1
8089,Whitefield,1991.0,3.0,104.0,3
8090,Whitefield,10200.0,4.0,1250.0,4
8094,Whitefield,1655.0,3.0,97.0,3
8095,Whitefield,1850.0,3.0,150.0,3
8096,Whitefield,1200.0,3.0,67.77,3
8097,Whitefield,1290.0,2.0,90.0,2
8100,Whitefield,1216.0,2.0,75.0,2
8101,Whitefield,1356.0,2.0,94.84,2
8102,Whitefield,1338.0,2.0,103.0,2
8103,Whitefield,4097.0,3.0,400.0,3
8106,Whitefield,3450.0,4.0,208.0,3
8110,Whitefield,1267.0,2.0,90.33,2
8111,Whitefield,5000.0,5.0,550.0,4
8112,Whitefield,2400.0,4.0,143.0,4
8113,Whitefield,1836.0,3.0,125.0,3
8115,Whitefield,2297.0,5.0,269.0,5
8116,Whitefield,3596.0,3.0,200.0,3
8117,Whitefield,1275.0,2.0,65.0,3
8120,Whitefield,1216.0,2.0,82.0,2
8121,Whitefield,1495.0,3.0,88.0,2
8122,Whitefield,1564.0,3.0,103.0,3
8123,Whitefield,1585.0,3.0,84.0,3
8126,Whitefield,1558.0,3.0,90.0,3
8127,Whitefield,1216.0,2.0,75.0,2
8128,Whitefield,1500.0,3.0,250.0,3
8129,Whitefield,1227.0,2.0,70.0,2
8130,Whitefield,1704.0,3.0,120.0,3
8132,Whitefield,1256.0,2.0,73.0,2
8135,Whitefield,1300.0,2.0,78.0,2
8136,Whitefield,1570.0,3.0,88.0,3
8137,Whitefield,4290.0,5.0,625.0,4
8138,Whitefield,1216.0,2.0,84.03,2
8140,Whitefield,1216.0,2.0,72.5,2
8142,Whitefield,2025.0,4.0,115.0,3
8143,Whitefield,1920.0,5.0,250.0,4
8144,Whitefield,7200.0,5.0,900.0,5
8145,Whitefield,1346.0,2.0,100.0,3
8149,Whitefield,2990.0,3.0,198.0,4
8151,Whitefield,2500.0,4.0,420.0,4
8153,Whitefield,1720.0,3.0,98.97,3
8154,Whitefield,1600.0,3.0,95.0,3
8155,Whitefield,1655.0,3.0,108.0,3
8156,Whitefield,1740.0,3.0,95.0,3
8158,Whitefield,1350.0,2.0,88.0,2
8160,Whitefield,1216.0,2.0,80.0,2
8161,Whitefield,2900.0,4.0,225.0,4
8162,Whitefield,1340.0,2.0,101.0,2
8164,Whitefield,2000.0,4.0,312.0,4
8165,Whitefield,1500.0,3.0,78.57,3
8166,Whitefield,1626.0,3.0,85.0,3
8168,Whitefield,1100.0,2.0,65.0,2
8170,Whitefield,1270.0,2.0,65.0,3
8171,Whitefield,3117.0,3.0,261.0,3
8172,Whitefield,1216.0,2.0,73.0,2
8174,Whitefield,3150.0,3.0,290.0,3
8176,Whitefield,2956.0,5.0,234.0,4
8180,Whitefield,2247.0,3.0,145.0,3
8181,Whitefield,3940.0,5.0,265.0,4
8183,Whitefield,1160.0,2.0,67.0,2
8184,Whitefield,1600.0,4.0,300.0,4
8186,Whitefield,1180.0,2.0,77.0,2
8187,Whitefield,2140.0,3.0,139.0,3
8188,Whitefield,1314.0,2.0,84.0,2
8191,Whitefield,1012.0,2.0,58.0,2
8195,Whitefield,1500.0,6.0,155.0,5
8196,Whitefield,1431.0,3.0,85.0,3
8197,Whitefield,524.0,1.0,29.0,1
8199,Whitefield,2135.0,3.0,149.0,4
8201,Whitefield,3075.0,2.0,188.0,4
8202,Whitefield,1760.0,3.0,160.0,3
8203,Whitefield,1655.0,3.0,110.0,3
8204,Whitefield,840.0,1.0,57.0,1
8205,Whitefield,1725.0,3.0,106.0,3
8207,Whitefield,2064.0,5.0,225.0,4
8208,Whitefield,4800.0,4.0,600.0,3
8210,Whitefield,516.0,1.0,39.0,1
8212,Whitefield,6000.0,4.0,410.0,4
8213,Whitefield,1639.0,3.0,107.0,3
8214,Whitefield,1820.0,3.0,113.0,3
